0,0.5,0.5
1,0.5,0.5
2,0.5,0.5
3,0.5,0.5
4,0.5,0.5
5,0.5,0.5
6,0.5,0.5
7,0.5,0.5
8,0.5,0.5
9,0.5,0.5
10,0.5,0.5
11,0.5,0.5
12,0.5,0.5
13,0.5,0.5
14,0.5,0.5
15,0.5,0.5
16,0.5,0.5
17,0.5,0.5
18,0.5,0.5
19,0.5,0.5
20,0.5,0.5
21,0.5,0.5
22,0.5,0.5
23,0.5,0.5
24,0.5,0.5
25,0.5,0.5
26,0.5,0.5
27,0.5,0.5
28,0.5,0.5
29,0.5,0.5
30,0.5,0.5
31,0.5,0.5
32,0.5,0.5
33,0.5,0.5
34,0.5,0.5
35,0.5,0.5
36,0.5,0.5
37,0.5,0.5
38,0.5,0.5
39,0.5,0.5
40,0.5,0.5
41,0.5,0.5
42,0.5,0.5
43,0.5,0.5
44,0.5,0.5
45,0.5,0.5
46,0.5,0.5
47,0.5,0.5
48,0.5,0.5
49,0.5,0.5
50,0.5,0.5
51,0.5,0.5
52,0.5,0.5
53,0.5,0.5
54,0.5,0.5
55,0.5,0.5
56,0.5,0.5
57,0.5,0.5
58,0.5,0.5
59,0.5,0.5
60,0.5,0.5
61,0.5,0.5
62,0.5,0.5
63,0.5,0.5
64,0.5,0.5
65,0.5,0.5
66,0.5,0.5
67,0.5,0.5
68,0.5,0.5
69,0.5,0.5
70,0.5,0.5
71,0.5,0.5
72,0.5,0.5
73,0.5,0.5
74,0.5,0.5
75,0.5,0.5
76,0.5,0.5
77,0.659581,0.335721
78,0.594745,0.400182
79,0.566816,0.475854
80,0.573292,0.608971
81,0.601089,0.660467
82,0.602568,0.681699
83,0.593712,0.718301
84,0.581383,0.753971
85,0.573205,0.785059
86,0.564947,0.806559
87,0.595788,0.847413
88,0.681174,0.880223
89,0.812944,0.927517
90,1.02918,0.963785
91,1.07475,1.04087
92,1.15921,1.02793
93,1.41407,1.07448
94,1.56928,1.09929
95,1.85519,1.06757
96,2.06128,1.08466
97,2.26886,1.05693
98,2.44678,0.982499
99,2.56641,0.888454
100,2.67111,0.777987
101,2.90997,0.635353
102,2.93606,0.582841
103,3.1311,0.576179
104,3.17766,0.534814
105,3.29276,0.485118
106,3.3303,0.468139
107,3.52292,0.374999
108,3.7206,0.284646
109,3.94217,0.209787
110,4.20023,0.190979
111,4.36883,0.178004
112,3.92293,0.0857608
113,4.17458,0.0376017
114,4.41269,-0.0337255
115,4.61092,-0.0980711
116,4.83314,-0.208709
117,5.03799,-0.313816
118,5.21679,-0.42249
119,5.41599,-0.492548
120,5.60235,-0.525673
121,5.75529,-0.514661
122,5.85257,-0.511521
123,5.95958,-0.521709
124,6.08355,-0.551081
125,6.21264,-0.545644
126,6.41988,-0.587112
127,6.63606,-0.619627
128,6.8572,-0.687061
129,7.10519,-0.802831
130,7.21679,-0.790223
131,7.60349,-0.870417
132,7.7446,-0.930553
133,7.82817,-0.981894
134,7.85999,-1.06361
135,7.91558,-1.09093
136,7.94329,-1.09185
137,7.93009,-1.07235
138,7.90085,-1.0064
139,7.84347,-0.921677
140,7.82488,-0.840364
141,7.84823,-0.780417
142,7.85145,-0.716578
143,7.89407,-0.675881
144,7.93152,-0.638991
145,8.03745,-0.551403
146,8.16282,-0.467823
147,8.19964,-0.444246
148,8.21305,-0.425519
149,8.21478,-0.373263
150,8.22822,-0.287614
151,8.30567,-0.225716
152,8.40727,-0.174429
153,8.50829,-0.119906
154,8.65651,-0.0500224
155,8.7242,-0.0450516
156,8.78324,-0.0473804
157,8.81881,-0.0510073
158,8.8193,-0.033462
159,8.81402,-0.0375926
160,8.80763,-0.0210423
161,8.79173,-0.00826359
162,8.7812,0.00107288
163,8.77133,0.00705266
164,8.72911,0.0113227
165,8.67584,-0.00750589
166,8.60463,-0.0492554
167,8.54136,-0.0710552
168,8.45373,-0.117158
169,8.44203,-0.16619
170,8.46506,-0.233824
171,8.51822,-0.267331
172,8.60026,-0.290806
173,8.66986,-0.293683
174,8.72886,-0.282405
175,8.83865,-0.259307
176,9.04315,-0.160662
177,9.15077,-0.158051
178,9.23904,-0.172585
179,9.33675,-0.187103
180,9.42527,-0.194802
