0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,458.259
78,429.423
79,400.006
80,366.866
81,351.175
82,345.673
83,347.044
84,344.089
85,342.342
86,339.711
87,334.043
88,325.851
89,314.767
90,284.12
91,295.782
92,313.703
93,313.736
94,273.179
95,298.287
96,278.037
97,294.385
98,294.619
99,292.517
100,286.09
101,279.512
102,286.283
103,285.655
104,281.731
105,285.766
106,288.896
107,290.41
108,290.955
109,285.632
110,291.89
111,298.583
112,298.532
113,308.575
114,314.776
115,310.643
116,290.202
117,285.297
118,285.296
119,284.77
120,277.163
121,270.838
122,266.961
123,259.797
124,259.797
125,258.956
126,250.628
127,244.43
128,232.81
129,220.245
130,224.986
131,219.124
132,213.155
133,208.235
134,206.877
135,202.061
136,197.76
137,195.497
138,192.636
139,192.015
140,188.703
141,186.672
142,189.13
143,188.886
144,187.631
145,184.224
146,185.465
147,186.442
148,186.441
149,187.576
150,193.168
151,195.241
152,197.573
153,199.102
154,198.764
155,202.897
156,205.166
157,208.248
158,210.785
159,213.365
160,216.168
161,217.668
162,221.26
163,224.118
164,229.086
165,233.163
166,238.929
167,241.803
168,248.53
169,255.942
170,260.635
171,265.903
172,272.021
173,275.473
174,276.588
175,275.457
176,275.146
177,273.45
178,274.925
179,274.222
180,270.556
181,268.96
182,258.151
183,248.34
184,239.884
185,229.72
186,226.044
187,215.464
188,202.89
189,193.469
190,184.339
191,184.915
192,165.436
193,158.444
194,286.505
195,141.914
196,143.959
197,140.804
198,140.185
199,139.447
200,138.205
201,138.225
202,0.0698395
203,134.139
204,134.118
205,248.573
206,135.172
207,135.865
208,139.262
209,142.541
210,146.157
211,147.913
212,159.285
213,167.344
214,175.885
215,186.72
216,197.672
217,205.968
218,217.113
219,226.943
220,249.412
221,295.2
222,378.622
223,378.622
224,378.622
225,378.622
226,378.622
227,378.622
228,378.622
229,378.622
230,378.622
231,378.622
232,378.622
233,378.622
234,378.622
235,378.622
236,378.622
237,378.622
238,378.622
239,378.622
240,378.622
241,378.622
242,378.622
243,378.622
