0,
135,332.166,222.774,128.646,225.166,346.241,424.059,138.88,420.439,
136,325.083,224.263,128.976,217.679,335.352,420.2,135.927,416.719,
137,327.476,228.305,135.09,224.947,341.107,423.231,141.893,419.754,
138,337.775,239.485,140.879,233.094,341.2,43.2247,147.273,49.9968,
139,352,255.733,153.784,246.813,352,59.1619,160.103,65.8631,
140,356.628,274,159.701,258.203,353.208,78.0499,165.763,84.5956,
141,352,285.733,156.796,263.469,352,92.5811,162.648,95.8862,
142,348,293,153.873,290.275,348,101.162,160.248,107.718,
143,339,303,146.942,297.306,339,108.162,153.32,114.646,
144,332,308,140.881,305.048,332,116.092,147.254,122.544,
145,313,130.952,314.606,322,492.655,137.226,495.88,322,
146,470.939,153.62,287.466,148.393,477.391,338.373,290.725,335.115,
147,467,157.483,283,152.471,467,345.419,283,342.207,
148,465,161.413,280,156.524,465,348.419,280,345.19,
149,466,171.448,279,166,466,358.454,279,355.19,
150,467,183.74,276,181,467,379.349,276,376.015,
151,455.602,195.541,260,193,452.163,392.509,260,389.155,
152,437.393,205.224,239,203,433.889,405.939,239,399.133,
153,418.484,215,218,215,414.914,419.515,218,409.195,
154,383.245,230.278,181.85,229,393.891,433.409,198.84,423.187,
155,373.207,230,172,230,376.838,437.983,172,427.248,
156,363.207,229,158.248,231.649,366.904,440.777,161.711,430.023,
157,355.347,229,148,229,359.089,443.384,148,428.623,
158,354.483,231.776,147,231,358.303,450.678,147,435.903,
159,359,231.855,145,231,359,451.378,145,436.413,
160,361,235,144,235,361,457.657,144,442.483,
161,364,237,147,237,364,462.657,147,447.483,
162,367.698,239.007,144,238,363.724,466.708,144,451.343,
163,367.267,242,145.167,241,371.287,11.663,149.035,19.4242,
164,381,243,150.076,240.209,381,8.53333,153.982,16.461,
165,396,239.501,160,238,396,475.096,160,462.728,
166,415,229.833,173,228,415,472.937,173,456.015,
167,430,222,188,222,430,469.782,188,457.099,
168,456,212.548,205,210,456,465.797,205,448.245,
169,463.808,197.685,203.993,195,459.207,461.301,208.335,443.758,
170,460.844,178.633,193.325,178.037,456.155,447.297,202.108,429.533,
171,449.76,168.44,176.475,168.331,444.978,442.425,185.413,424.274,
172,429.941,160.094,154,160.723,425.015,442.288,154,418.578,
173,410,157.745,132.129,159.105,410,445.199,136.706,421.289,
174,394,160.933,115.099,161.402,394,449.199,119.704,425.202,
175,362,164.908,87.1253,167.89,362,456.024,91.742,432.38,
176,309,188.367,576.643,196.613,309,472.746,590.599,462.912,
177,554.903,199.275,274.092,195,550.173,470.242,278.814,465.506,
178,527.089,194.789,252,191,531.893,470.022,252,460.248,
179,500.133,190.319,225,188.484,504.929,465.093,225,455.317,
180,476,189.797,200.126,185.918,476,460.025,204.745,450.553,
181,455,188.064,183,183,455,456.095,183,446.597,
182,398,179.073,136.163,179.034,398,442.249,140.522,428.755,
183,364,173.886,112.34,175.45,364,430.04,120.785,417.293,
184,335,167.873,96.8427,170.721,335,415.04,92.7997,402.346,
185,544,167.142,319,164,544,400,319,400,
186,306,393.803,302.642,156.623,528.732,389.915,524.863,168.269,
187,511,160.902,296,155,511,375.698,296,371.945,
188,483.27,155.051,292.028,149.314,497.556,359.355,295.756,362.877,
189,472.76,143.684,288,138.384,483.027,339.594,288,336.19,
190,473.611,321.144,289.814,323.648,467.146,136,286.539,136,
191,314.221,301.248,129.395,306.958,
192,378.771,274.8,208.593,276,370.162,110.526,205.755,113.396,
193,416.467,250,254.488,250.969,408.164,91.5608,251.753,94.2909,
194,303.923,215.298,590.428,215,
195,350.637,193.709,207.307,194.793,355.641,337,217.251,337,
196,371.65,187.076,229.763,187.401,376.835,335.556,237.4,333.122,
197,257.581,186,397.945,187.535,260.06,328,400.396,328,
198,286.581,185,422.648,185,289.077,328,427.641,328,
199,172.952,190,315.19,190.53,180.184,328,319.99,328,
200,200.162,194,341.955,195.116,204.966,331.559,344.294,329.127,
201,238.022,202,378.562,203.197,242.831,339.701,383.244,337.25,
202,308,211.93,308,212,
203,380.562,224.232,250.546,221.962,387.737,361.143,252.893,356.434,
204,404.289,234.646,269.132,232.287,408.973,368.78,271.389,361.57,
205,571.88,247.738,313,241.438,563.382,4.39068,313,0.0202448,
206,259.474,258.118,399.032,260.554,261.855,121.735,394.427,128.682,
207,181.396,260.626,319,264.716,183.761,125.084,319,129.806,
208,231,264.621,371.653,266,231,123.883,369.257,128.711,
209,271,265.319,417.323,267.873,271,123.022,412.437,127.961,
210,315.821,118.156,318.408,266.361,462.404,125.838,464.901,268.918,
211,348.949,266,206.196,264.188,367.696,113.325,221.785,115.871,
212,427.785,270.056,264,267.197,419.312,108.384,264,111.095,
213,468.107,271.201,296,268.197,459.207,101.385,296,104.234,
214,311.562,269.224,308.488,93.0885,490.062,272.34,480.825,96.0966,
215,515.916,274,323,273.668,502.84,87,323,87,
216,338.724,270.501,132.804,266.907,335.214,69.3862,142.803,76.1053,
217,352.694,266.745,136.905,262.979,349.057,58.4266,147.256,65.4736,
218,372.467,262,144.529,259.112,364.829,43.2948,151.806,50.7338,
219,383,258.274,149.229,254.194,383,30.3238,152.996,38.3557,
220,423.469,247.981,164.461,243.46,427.693,6,168.606,6,
221,492.366,230.368,197.235,224,
222,597.145,215.424,218.695,204,
223,288,147,
224,323,110,
225,
226,
227,
228,
229,
230,
231,
232,
233,
234,
235,
236,
237,
238,
239,
240,
241,
242,
243,
