0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,623.626,431,
72,
73,558.326,388.084,
74,515.501,375,
75,
76,473,379.639,
77,475,392.847,16.7781,387,
78,490,413.858,60.8148,399.575,
79,487.937,435.894,89.942,423.612,495.057,28,96.8474,28,
80,477.086,96.7566,109,91.5085,470.586,469.186,109,456.559,
81,461,123.914,106,119.561,461,475.165,106,462.768,
82,461.084,132.918,109,128.508,455.096,475.924,109,469.883,
83,460,141.238,112.96,139.439,
84,463.041,154.344,118.959,152.335,
85,465.11,165.417,122.774,163.268,
86,465.623,170.716,125.912,171.213,
87,454.024,188.029,119.986,186.317,
88,422.89,199.971,97.0444,198,
89,377.879,216.185,63.1143,215,
90,310.355,229.006,26.2783,224.048,
91,592.927,241.531,297.298,232,
92,582.759,247.761,269.104,242.286,
93,502.829,262.366,189.14,256.89,
94,437.54,262,164.373,259.458,
95,361.836,259.905,63.5946,254.699,
96,580,262.538,302,258,
97,534.496,252,240.114,250.78,
98,481.873,231,187.254,231,
99,445.831,206.371,153.324,204,
100,412,173.78,125.652,175.218,412,469.935,130.539,455.184,
101,341.915,130.557,67.0965,134.24,336.679,430.523,71.945,412.011,
102,349.43,420.267,315.44,115.889,71.4106,415.414,46.0287,125.297,
103,548.944,111.995,279.483,104.707,569.911,411.836,300.631,407.136,
104,524.255,101.229,285.268,90.8637,555.747,400.851,274.615,395.944,
105,520.08,383.333,259.756,384.367,504.136,79.1074,228.178,83.9243,
106,510,375.509,238.294,375.242,510,77.3238,213.137,87.6905,
107,458.768,353,166.072,345.457,453.501,51.2365,171.035,61.1004,
108,398,328.464,109.159,319.474,398,21.2748,114.104,36.1531,
109,329.981,306.366,47.9057,296.882,335.271,3.313,57.6493,17.8625,
110,552,296,261,294.289,552,7.53651,261,-2.62543,
111,506.501,295.43,208.001,288.438,
112,341.556,265,43.0603,260.341,
113,573.704,250.603,265.177,245.218,
114,503.872,228.384,189.114,225,
115,439.863,208.535,129.254,204,
116,370,180.095,72.2323,182.15,370,473.62,77.052,458.268,
117,309,143.367,602.923,157.303,309,440.838,578.528,436.133,
118,548.659,127.508,255,115.96,538.941,405.784,255,400.828,
119,491.658,104.52,199,96.9375,481.87,384.818,199,379.881,
120,146.239,364.418,432.873,373,155.846,89.3184,428.087,98.8253,
121,109.15,364.986,386,372,118.596,94.4843,386,103.822,
122,87.2462,364.221,358,372,96.5369,98.1715,358,102.735,
123,64.1365,355.639,326.239,368.458,77.6233,98.2952,330.878,102.716,
124,299.795,95.4737,
125,261.262,355.298,527.667,357,265.865,91.5822,518.861,104.841,
126,209.258,342.482,468.745,337.681,213.706,87.6787,464.611,100.828,
127,406.343,88.0491,163,88.1334,410.629,333.589,163,329.267,
128,354.739,77.3447,119,81.6699,350.619,313.415,119,309.372,
129,280.239,62.0125,75,69.1588,303.614,284.413,75,292.397,
130,500.343,286.647,265.124,279.217,496.5,66.4626,268.906,62.4899,
131,412.729,268.793,181.099,257.986,408.903,49.5828,188.242,53.4344,
132,380,257.222,155.076,239.717,380,40.5811,165.316,44.3284,
133,360,242.873,141.489,233.169,360,33.2317,148.213,40.6275,
134,350.436,228.706,134.81,231.058,354.004,433.072,145.207,429.428,
