0,0.5,0.5
1,0.5,0.5
2,0.5,0.5
3,0.5,0.5
4,0.5,0.5
5,0.5,0.5
6,0.5,0.5
7,0.5,0.5
8,0.5,0.5
9,0.5,0.5
10,0.5,0.5
11,0.5,0.5
12,0.5,0.5
13,0.5,0.5
14,0.5,0.5
15,0.5,0.5
16,0.5,0.5
17,0.5,0.5
18,0.5,0.5
19,0.5,0.5
20,0.5,0.5
21,0.5,0.5
22,0.5,0.5
23,0.5,0.5
24,0.5,0.5
25,0.5,0.5
26,0.5,0.5
27,0.546305,0.47206
28,0.576175,0.461869
29,0.47337,0.276843
30,0.293519,-0.11643
31,0.378365,-0.207262
32,0.411734,-0.234131
33,0.416118,-0.237661
34,0.440428,-0.257236
35,0.437354,-0.254761
36,0.44767,-0.263068
37,0.474057,-0.256677
38,0.487639,-0.267228
39,0.480448,-0.261642
40,0.480207,-0.261455
41,0.482678,-0.263374
42,0.483212,-0.263789
43,0.493932,-0.272117
44,0.486173,-0.266089
45,0.494758,-0.272758
46,0.490693,-0.2696
47,0.491585,-0.270293
48,0.498338,-0.247972
49,0.488619,-0.267989
50,0.485758,-0.265767
51,0.48848,-0.267882
52,0.492097,-0.270691
53,0.467443,-0.278989
54,0.473055,-0.283508
55,0.466764,-0.278442
56,0.46799,-0.279429
57,0.475574,-0.285536
58,0.470685,-0.281599
59,0.482834,-0.263496
60,0.472434,-0.283007
61,0.461653,-0.274327
62,0.462851,-0.275291
63,0.461213,-0.273973
64,0.437864,-0.282541
65,0.445127,-0.26102
66,0.450301,-0.265186
67,0.420404,-0.267972
68,0.427706,-0.246992
69,0.620592,-0.435006
70,0.630831,-0.44355
71,0.451649,-0.266271
72,0.418061,-0.266017
73,0.418061,-0.266017
74,0.451567,-0.266205
75,0.404684,-0.254856
76,0.59075,-0.410106
77,0.293815,-0.162348
78,0.581347,-0.402261
79,0.4347,-0.279901
80,0.4347,-0.279901
81,0.750845,0.0123689
82,0.905504,0.0113211
83,0.77162,0.0856023
84,0.504451,-0.3381
85,0.491563,-0.327346
86,0.390242,-0.242805
87,0.492379,-0.299067
88,0.468189,-0.279589
89,0.462708,-0.30327
90,0.462221,-0.274784
91,0.457844,-0.27126
92,0.472429,-0.255412
93,0.460806,-0.246383
94,0.465068,-0.249694
95,0.477854,-0.232624
96,0.47044,-0.22707
97,0.454996,-0.24187
98,0.47082,-0.227354
99,0.471846,-0.228123
100,0.466688,-0.224258
101,0.470975,-0.22747
102,0.47024,-0.22692
103,0.451186,-0.238911
104,0.455415,-0.242196
105,0.456713,-0.243204
106,0.465939,-0.223697
107,0.45323,-0.240499
108,0.387521,-0.189453
109,0.379799,-0.183455
110,0.459377,-0.245273
111,0.459339,-0.245243
112,0.382509,-0.18556
113,0.438094,-0.22874
114,0.659081,-0.40041
115,0.612905,-0.396116
116,0.604991,-0.389743
117,0.593212,-0.380258
118,0.596569,-0.351848
119,0.582464,-0.371604
120,0.749438,-0.132128
121,0.749168,-0.0476515
122,0.480991,-0.0287981
123,0.749516,0.0281477
124,0.744497,0.0631762
125,0.518597,-0.349903
126,0.507348,-0.340517
127,0.511636,-0.314573
128,0.506441,-0.281834
129,0.513192,-0.287079
130,0.485079,-0.293189
131,0.474791,-0.284905
132,0.474791,-0.284905
133,0.44786,-0.263221
134,0.445571,-0.261378
135,0.436677,-0.254216
136,0.429815,-0.24869
137,0.412339,-0.261243
138,0.40832,-0.25789
139,0.406288,-0.256194
140,0.633869,-0.412995
141,0.630248,-0.41008
142,0.630248,-0.41008
143,0.613036,-0.39622
144,0.591591,-0.410809
145,0.602043,-0.387369
146,0.6102,-0.393937
147,0.610638,-0.39429
148,0.606515,-0.39097
149,0.587735,-0.407591
150,0.613716,-0.396769
151,0.402203,-0.226458
152,0.414803,-0.236603
153,0.421549,-0.242035
154,0.417439,-0.238726
155,0.438208,-0.228829
156,0.442371,-0.232062
157,0.436739,-0.227688
158,0.444987,-0.234095
159,0.450119,-0.238081
160,0.34789,-0.158667
161,0.464643,-0.249364
162,0.479234,-0.260699
163,0.496674,-0.246724
164,0.508185,-0.255349
165,0.518227,-0.262872
166,0.526186,-0.268835
